Date,Adj Close,Volume,IsDividend,DividendAmount,IsSplit,SplitRatio
2007-05-03,3.02,5.760776E8,False,0,False,0
2007-05-04,3.03,3.819872E8,False,0,False,0
2007-05-07,3.13,8.615572E8,False,0,False,0
2007-05-08,3.16,7.839972E8,False,0,False,0
2007-05-09,3.22,7.177576E8,False,0,False,0
2007-05-10,3.23,1.1972576E9,False,0,False,0
2007-05-11,3.27,6.536964E8,False,0,False,0
2007-05-14,3.29,6.519464E8,False,0,False,0
2007-05-15,3.24,9.545144E8,False,0,False,0
2007-05-16,3.23,1.1267676E9,False,0,False,0
2007-05-17,3.29,7.352912E8,False,0,False,0
2007-05-18,3.31,6.213452E8,False,0,False,0
2007-05-21,3.37,6.398924E8,False,0,False,0
2007-05-22,3.42,5.724096E8,False,0,False,0
2007-05-23,3.4,9.113748E8,False,0,False,0
2007-05-24,3.33,8.87362E8,False,0,False,0
2007-05-25,3.42,6.329596E8,False,0,False,0
2007-05-29,3.44,6.45694E8,False,0,False,0
2007-05-30,3.57,1.4784448E9,False,0,False,0
2007-05-31,3.65,1.2970664E9,False,0,False,0
2007-06-01,3.56,8.85262E8,False,0,False,0
2007-06-04,3.65,8.866732E8,False,0,False,0
2007-06-05,3.69,9.207856E8,False,0,False,0
2007-06-06,3.72,1.1122412E9,False,0,False,0
2007-06-07,3.73,1.9150796E9,False,0,False,0
2007-06-08,3.75,1.2416824E9,False,0,False,0
2007-06-11,3.62,1.8742584E9,False,0,False,0
2007-06-12,3.62,1.4265664E9,False,0,False,0
2007-06-13,3.54,1.7213532E9,False,0,False,0
2007-06-14,3.57,9.73266E8,False,0,False,0
2007-06-15,3.63,8.112188E8,False,0,False,0
2007-06-18,3.76,9.106048E8,False,0,False,0
2007-06-19,3.72,9.43026E8,False,0,False,0
2007-06-20,3.66,8.97512E8,False,0,False,0
2007-06-21,3.73,8.670452E8,False,0,False,0
2007-06-22,3.7,6.31876E8,False,0,False,0
2007-06-25,3.68,9.654036E8,False,0,False,0
2007-06-26,3.6,1.3450052E9,False,0,False,0
2007-06-27,3.67,9.746968E8,False,0,False,0
2007-06-28,3.63,8.381436E8,False,0,False,0
2007-06-29,3.67,1.1378416E9,False,0,False,0
2007-07-02,3.65,9.948624E8,False,0,False,0
2007-07-03,3.83,1.1624816E9,False,0,False,0
2007-07-05,3.99,1.4530516E9,False,0,False,0
2007-07-06,3.98,8.746948E8,False,0,False,0
2007-07-09,3.92,9.9582E8,False,0,False,0
2007-07-10,3.98,1.2550076E9,False,0,False,0
2007-07-11,3.98,8.21772E8,False,0,False,0
2007-07-12,4.03,7.046088E8,False,0,False,0
2007-07-13,4.14,9.07606E8,False,0,False,0
2007-07-16,4.16,9.361128E8,False,0,False,0
2007-07-17,4.18,7.099596E8,False,0,False,0
2007-07-18,4.16,7.568568E8,False,0,False,0
2007-07-19,4.21,7.328916E8,False,0,False,0
2007-07-20,4.33,1.1677736E9,False,0,False,0
2007-07-23,4.32,1.03649E9,False,0,False,0
2007-07-24,4.06,1.7952928E9,False,0,False,0
2007-07-25,4.13,1.4961828E9,False,0,False,0
2007-07-26,4.39,2.1866292E9,False,0,False,0
2007-07-27,4.33,1.1610984E9,False,0,False,0
2007-07-30,4.26,1.1069884E9,False,0,False,0
2007-07-31,3.97,1.7623928E9,False,0,False,0
2007-08-01,4.06,1.7501568E9,False,0,False,0
2007-08-02,4.11,8.526448E8,False,0,False,0
2007-08-03,3.97,6.791876E8,False,0,False,0
2007-08-06,4.07,9.251704E8,False,0,False,0
2007-08-07,4.06,9.499364E8,False,0,False,0
2007-08-08,4.03,8.080968E8,False,0,False,0
2007-08-09,3.8,1.1253956E9,False,0,False,0
2007-08-10,3.76,1.4107492E9,False,0,False,0
2007-08-13,3.85,7.529116E8,False,0,False,0
2007-08-14,3.73,7.390068E8,False,0,False,0
2007-08-15,3.61,9.92852E8,False,0,False,0
2007-08-16,3.52,1.86669E9,False,0,False,0
2007-08-17,3.67,1.1950624E9,False,0,False,0
2007-08-20,3.68,8.033172E8,False,0,False,0
2007-08-21,3.84,1.3030472E9,False,0,False,0
2007-08-22,3.99,1.0617656E9,False,0,False,0
2007-08-23,3.94,8.66838E8,False,0,False,0
2007-08-24,4.07,9.11834E8,False,0,False,0
2007-08-27,3.98,7.074396E8,False,0,False,0
2007-08-28,3.82,1.1793656E9,False,0,False,0
2007-08-29,4.03,1.1668608E9,False,0,False,0
2007-08-30,4.1,1.4355824E9,False,0,False,0
2007-08-31,4.17,8.768872E8,False,0,False,0
2007-09-04,4.34,1.3168428E9,False,0,False,0
2007-09-05,4.12,2.3282224E9,False,0,False,0
2007-09-06,4.06,1.9012616E9,False,0,False,0
2007-09-07,3.97,1.430576E9,False,0,False,0
2007-09-10,4.11,1.4878388E9,False,0,False,0
2007-09-11,4.08,9.718856E8,False,0,False,0
2007-09-12,4.12,1.02277E9,False,0,False,0
2007-09-13,4.13,6.561632E8,False,0,False,0
2007-09-14,4.18,6.0732E8,False,0,False,0
2007-09-17,4.17,7.933716E8,False,0,False,0
2007-09-18,4.24,1.0640896E9,False,0,False,0
2007-09-19,4.24,1.0268804E9,False,0,False,0
2007-09-20,4.22,6.918408E8,False,0,False,0
2007-09-21,4.34,1.1388804E9,False,0,False,0
2007-09-24,4.46,1.0521616E9,False,0,False,0
2007-09-25,4.61,1.1925508E9,False,0,False,0
2007-09-26,4.6,9.75268E8,False,0,False,0
2007-09-27,4.65,6.581988E8,False,0,False,0
2007-09-28,4.62,6.151012E8,False,0,False,0
2007-10-01,4.7,8.370684E8,False,0,False,0
2007-10-02,4.77,7.920696E8,False,0,False,0
2007-10-03,4.75,6.925184E8,False,0,False,0
2007-10-04,4.7,6.569584E8,False,0,False,0
2007-10-05,4.86,9.434712E8,False,0,False,0
2007-10-08,5.05,8.359288E8,False,0,False,0
2007-10-09,5.05,1.1042864E9,False,0,False,0
2007-10-10,5.02,6.6759E8,False,0,False,0
2007-10-11,4.88,1.643992E9,False,0,False,0
2007-10-12,5.03,9.88176E8,False,0,False,0
2007-10-15,5.03,1.07793E9,False,0,False,0
2007-10-16,5.1,1.0678304E9,False,0,False,0
2007-10-17,5.2,1.1276132E9,False,0,False,0
2007-10-18,5.22,8.23676E8,False,0,False,0
2007-10-19,5.13,1.29178E9,False,0,False,0
2007-10-22,5.25,1.6494996E9,False,0,False,0
2007-10-23,5.6,1.795164E9,False,0,False,0
2007-10-24,5.6,1.2884816E9,False,0,False,0
2007-10-25,5.5,9.73602E8,False,0,False,0
2007-10-26,5.56,7.068768E8,False,0,False,0
2007-10-29,5.57,5.40554E8,False,0,False,0
2007-10-30,5.63,9.39414E8,False,0,False,0
2007-10-31,5.72,8.333108E8,False,0,False,0
2007-11-01,5.64,8.050364E8,False,0,False,0
2007-11-02,5.65,1.0021144E9,False,0,False,0
2007-11-05,5.6,8.041768E8,False,0,False,0
2007-11-06,5.77,9.547272E8,False,0,False,0
2007-11-07,5.61,9.943276E8,False,0,False,0
2007-11-08,5.28,1.890378E9,False,0,False,0
2007-11-09,4.98,1.5263808E9,False,0,False,0
2007-11-12,4.63,1.7690652E9,False,0,False,0
2007-11-13,5.11,1.7394468E9,False,0,False,0
2007-11-14,5.0,1.449168E9,False,0,False,0
2007-11-15,4.94,1.4874104E9,False,0,False,0
2007-11-16,5.01,1.383494E9,False,0,False,0
2007-11-19,4.93,1.1544288E9,False,0,False,0
2007-11-20,5.08,1.5436428E9,False,0,False,0
2007-11-21,5.07,1.2178096E9,False,0,False,0
2007-11-23,5.16,4.657576E8,False,0,False,0
2007-11-26,5.19,1.3057548E9,False,0,False,0
2007-11-27,5.26,1.3170304E9,False,0,False,0
2007-11-28,5.42,1.150912E9,False,0,False,0
2007-11-29,5.55,1.0509268E9,False,0,False,0
2007-11-30,5.48,1.187802E9,False,0,False,0
2007-12-03,5.38,9.614696E8,False,0,False,0
2007-12-04,5.41,7.737996E8,False,0,False,0
2007-12-05,5.58,8.92402E8,False,0,False,0
2007-12-06,5.72,8.998108E8,False,0,False,0
2007-12-07,5.85,1.0660664E9,False,0,False,0
2007-12-10,5.84,7.223776E8,False,0,False,0
2007-12-11,5.67,1.1109252E9,False,0,False,0
2007-12-12,5.74,1.2256608E9,False,0,False,0
2007-12-13,5.77,8.646176E8,False,0,False,0
2007-12-14,5.73,6.743128E8,False,0,False,0
2007-12-17,5.55,1.0246936E9,False,0,False,0
2007-12-18,5.51,1.2226032E9,False,0,False,0
2007-12-19,5.51,8.274784E8,False,0,False,0
2007-12-20,5.63,7.740572E8,False,0,False,0
2007-12-21,5.84,9.939608E8,False,0,False,0
2007-12-24,5.98,4.802028E8,False,0,False,0
2007-12-26,5.99,7.037324E8,False,0,False,0
2007-12-27,5.98,7.955276E8,False,0,False,0
2007-12-28,6.01,6.996472E8,False,0,False,0
2007-12-31,5.96,5.393332E8,False,0,False,0
2008-01-02,5.86,1.0791788E9,False,0,False,0
2008-01-03,5.87,8.420664E8,False,0,False,0
2008-01-04,5.42,1.455832E9,False,0,False,0
2008-01-07,5.35,2.0721932E9,False,0,False,0
2008-01-08,5.15,1.523816E9,False,0,False,0
2008-01-09,5.4,1.813882E9,False,0,False,0
2008-01-10,5.36,1.4829752E9,False,0,False,0
2008-01-11,5.2,1.2322856E9,False,0,False,0
2008-01-14,5.38,1.1004504E9,False,0,False,0
2008-01-15,5.09,2.343278E9,False,0,False,0
2008-01-16,4.8,2.2138452E9,False,0,False,0
2008-01-17,4.84,1.7578596E9,False,0,False,0
2008-01-18,4.86,1.7243436E9,False,0,False,0
2008-01-22,4.68,2.434754E9,False,0,False,0
2008-01-23,4.19,3.3729696E9,False,0,False,0
2008-01-24,4.08,2.0058668E9,False,0,False,0
2008-01-25,3.91,1.5547392E9,False,0,False,0
2008-01-28,3.91,1.474844E9,False,0,False,0
2008-01-29,3.96,1.0999828E9,False,0,False,0
2008-01-30,3.98,1.2430516E9,False,0,False,0
2008-01-31,4.07,1.3456744E9,False,0,False,0
2008-02-01,4.03,1.010744E9,False,0,False,0
2008-02-04,3.96,8.99234E8,False,0,False,0
2008-02-05,3.89,1.141042E9,False,0,False,0
2008-02-06,3.67,1.5732724E9,False,0,False,0
2008-02-07,3.65,2.0833316E9,False,0,False,0
2008-02-08,3.78,1.3559728E9,False,0,False,0
2008-02-11,3.9,1.2014324E9,False,0,False,0
2008-02-12,3.76,1.22598E9,False,0,False,0
2008-02-13,3.89,9.68534E8,False,0,False,0
2008-02-14,3.84,9.540972E8,False,0,False,0
2008-02-15,3.75,9.013004E8,False,0,False,0
2008-02-19,3.68,1.005046E9,False,0,False,0
2008-02-20,3.73,9.674392E8,False,0,False,0
2008-02-21,3.66,9.381148E8,False,0,False,0
2008-02-22,3.59,1.529878E9,False,0,False,0
2008-02-25,3.6,1.2567744E9,False,0,False,0
2008-02-26,3.59,1.504888E9,False,0,False,0
2008-02-27,3.7,1.475138E9,False,0,False,0
2008-02-28,3.91,1.6182544E9,False,0,False,0
2008-02-29,3.76,1.2554808E9,False,0,False,0
2008-03-03,3.66,1.5930432E9,False,0,False,0
2008-03-04,3.75,1.7853836E9,False,0,False,0
2008-03-05,3.75,1.221836E9,False,0,False,0
2008-03-06,3.64,1.4736988E9,False,0,False,0
2008-03-07,3.68,1.2304628E9,False,0,False,0
2008-03-10,3.6,9.995888E8,False,0,False,0
2008-03-11,3.83,1.1639432E9,False,0,False,0
2008-03-12,3.79,1.0596292E9,False,0,False,0
2008-03-13,3.85,1.2621028E9,False,0,False,0
2008-03-14,3.81,1.1566408E9,False,0,False,0
2008-03-17,3.81,1.0725988E9,False,0,False,0
2008-03-18,4.0,1.20512E9,False,0,False,0
2008-03-19,3.9,1.0105368E9,False,0,False,0
2008-03-20,4.01,9.087876E8,False,0,False,0
2008-03-24,4.2,1.0669204E9,False,0,False,0
2008-03-25,4.24,1.0523912E9,False,0,False,0
2008-03-26,4.37,1.1820844E9,False,0,False,0
2008-03-27,4.22,9.998296E8,False,0,False,0
2008-03-28,4.3,7.146104E8,False,0,False,0
2008-03-31,4.32,7.680652E8,False,0,False,0
2008-04-01,4.5,1.0325672E9,False,0,False,0
2008-04-02,4.44,1.0449684E9,False,0,False,0
2008-04-03,4.56,1.051568E9,False,0,False,0
2008-04-04,4.61,8.544172E8,False,0,False,0
2008-04-07,4.69,1.1583264E9,False,0,False,0
2008-04-08,4.6,1.0142944E9,False,0,False,0
2008-04-09,4.56,8.733984E8,False,0,False,0
2008-04-10,4.65,9.557632E8,False,0,False,0
2008-04-11,4.43,1.210076E9,False,0,False,0
2008-04-14,4.45,8.450876E8,False,0,False,0
2008-04-15,4.47,6.980372E8,False,0,False,0
2008-04-16,4.63,7.95774E8,False,0,False,0
2008-04-17,4.65,7.042672E8,False,0,False,0
2008-04-18,4.85,1.0267656E9,False,0,False,0
2008-04-21,5.06,1.0391528E9,False,0,False,0
2008-04-22,4.82,1.4395724E9,False,0,False,0
2008-04-23,4.9,1.5041908E9,False,0,False,0
2008-04-24,5.08,1.6960664E9,False,0,False,0
2008-04-25,5.11,9.92474E8,False,0,False,0
2008-04-28,5.18,7.872144E8,False,0,False,0
2008-04-29,5.27,9.234764E8,False,0,False,0
2008-04-30,5.23,1.1395244E9,False,0,False,0
2008-05-01,5.42,9.035768E8,False,0,False,0
2008-05-02,5.45,1.006082E9,False,0,False,0
2008-05-05,5.56,8.545572E8,False,0,False,0
2008-05-06,5.62,9.188704E8,False,0,False,0
2008-05-07,5.49,1.1571336E9,False,0,False,0
2008-05-08,5.57,8.990856E8,False,0,False,0
2008-05-09,5.52,6.730724E8,False,0,False,0
2008-05-12,5.66,8.185632E8,False,0,False,0
2008-05-13,5.72,8.232364E8,False,0,False,0
2008-05-14,5.61,9.168236E8,False,0,False,0
2008-05-15,5.71,8.73208E8,False,0,False,0
2008-05-16,5.65,7.657692E8,False,0,False,0
2008-05-19,5.53,9.458204E8,False,0,False,0
2008-05-20,5.59,9.6985E8,False,0,False,0
2008-05-21,5.36,1.1576572E9,False,0,False,0
2008-05-22,5.33,1.2067356E9,False,0,False,0
2008-05-23,5.45,9.069172E8,False,0,False,0
2008-05-27,5.61,7.899052E8,False,0,False,0
2008-05-28,5.63,7.439796E8,False,0,False,0
2008-05-29,5.62,6.471864E8,False,0,False,0
2008-05-30,5.68,6.101844E8,False,0,False,0
2008-06-02,5.6,6.7984E8,False,0,False,0
2008-06-03,5.58,7.505204E8,False,0,False,0
2008-06-04,5.57,7.269836E8,False,0,False,0
2008-06-05,5.7,7.554456E8,False,0,False,0
2008-06-06,5.59,9.664228E8,False,0,False,0
2008-06-09,5.47,1.8883928E9,False,0,False,0
2008-06-10,5.59,1.1409412E9,False,0,False,0
2008-06-11,5.44,9.615508E8,False,0,False,0
2008-06-12,5.21,1.3083336E9,False,0,False,0
2008-06-13,5.19,1.3459572E9,False,0,False,0
2008-06-16,5.32,1.0517304E9,False,0,False,0
2008-06-17,5.46,8.996568E8,False,0,False,0
2008-06-18,5.38,8.11468E8,False,0,False,0
2008-06-19,5.44,7.919492E8,False,0,False,0
2008-06-20,5.27,8.883672E8,False,0,False,0
2008-06-23,5.21,6.457808E8,False,0,False,0
2008-06-24,5.21,6.219472E8,False,0,False,0
2008-06-25,5.34,6.444508E8,False,0,False,0
2008-06-26,5.06,8.6961E8,False,0,False,0
2008-06-27,5.12,1.0422496E9,False,0,False,0
2008-06-30,5.04,6.841968E8,False,0,False,0
2008-07-01,5.26,1.1112808E9,False,0,False,0
2008-07-02,5.06,8.375192E8,False,0,False,0
2008-07-03,5.12,5.23362E8,False,0,False,0
2008-07-07,5.27,8.203916E8,False,0,False,0
2008-07-08,5.4,8.883504E8,False,0,False,0
2008-07-09,5.24,8.95776E8,False,0,False,0
2008-07-10,5.32,8.406888E8,False,0,False,0
2008-07-11,5.19,9.300116E8,False,0,False,0
2008-07-14,5.23,8.860544E8,False,0,False,0
2008-07-15,5.11,1.0400432E9,False,0,False,0
2008-07-16,5.2,7.477904E8,False,0,False,0
2008-07-17,5.17,7.57526E8,False,0,False,0
2008-07-18,4.97,8.684144E8,False,0,False,0
2008-07-21,5.0,1.3604696E9,False,0,False,0
2008-07-22,4.88,1.8795924E9,False,0,False,0
2008-07-23,5.0,1.0617684E9,False,0,False,0
2008-07-24,4.79,8.396192E8,False,0,False,0
2008-07-25,4.88,6.336372E8,False,0,False,0
2008-07-28,4.65,7.807128E8,False,0,False,0
2008-07-29,4.73,6.840708E8,False,0,False,0
2008-07-30,4.81,7.251832E8,False,0,False,0
2008-07-31,4.78,6.374984E8,False,0,False,0
2008-08-01,4.71,5.446392E8,False,0,False,0
2008-08-04,4.61,5.925276E8,False,0,False,0
2008-08-05,4.83,6.883716E8,False,0,False,0
2008-08-06,4.94,7.914088E8,False,0,False,0
2008-08-07,4.92,6.723724E8,False,0,False,0
2008-08-08,5.1,7.139972E8,False,0,False,0
2008-08-11,5.22,8.913044E8,False,0,False,0
2008-08-12,5.32,8.362788E8,False,0,False,0
2008-08-13,5.4,8.423464E8,False,0,False,0
2008-08-14,5.4,7.113008E8,False,0,False,0
2008-08-15,5.29,7.082516E8,False,0,False,0
2008-08-18,5.28,5.520144E8,False,0,False,0
2008-08-19,5.22,6.162044E8,False,0,False,0
2008-08-20,5.29,5.069512E8,False,0,False,0
2008-08-21,5.25,5.397448E8,False,0,False,0
2008-08-22,5.32,4.396112E8,False,0,False,0
2008-08-25,5.19,4.844252E8,False,0,False,0
2008-08-26,5.23,4.4555E8,False,0,False,0
2008-08-27,5.26,4.777808E8,False,0,False,0
2008-08-28,5.23,4.313848E8,False,0,False,0
2008-08-29,5.1,5.992896E8,False,0,False,0
2008-09-02,5.0,7.807632E8,False,0,False,0
2008-09-03,5.02,7.348348E8,False,0,False,0
2008-09-04,4.85,7.43386E8,False,0,False,0
2008-09-05,4.82,7.86884E8,False,0,False,0
2008-09-08,4.75,1.0459792E9,False,0,False,0
2008-09-09,4.56,1.2450256E9,False,0,False,0
2008-09-10,4.56,9.731428E8,False,0,False,0
2008-09-11,4.59,9.711352E8,False,0,False,0
2008-09-12,4.48,7.930272E8,False,0,False,0
2008-09-15,4.22,9.206344E8,False,0,False,0
2008-09-16,4.21,1.1998364E9,False,0,False,0
2008-09-17,3.85,1.2004552E9,False,0,False,0
2008-09-18,4.04,1.6762536E9,False,0,False,0
2008-09-19,4.24,1.4308756E9,False,0,False,0
2008-09-22,3.94,8.567132E8,False,0,False,0
2008-09-23,3.82,1.2803644E9,False,0,False,0
2008-09-24,3.87,1.0470152E9,False,0,False,0
2008-09-25,3.97,1.0060456E9,False,0,False,0
2008-09-26,3.86,1.1264512E9,False,0,False,0
2008-09-29,3.17,2.6220572E9,False,0,False,0
2008-09-30,3.42,1.6266824E9,False,0,False,0
2008-10-01,3.28,1.296484E9,False,0,False,0
2008-10-02,3.01,1.6093644E9,False,0,False,0
2008-10-03,2.92,2.2943984E9,False,0,False,0
2008-10-06,2.95,2.1074172E9,False,0,False,0
2008-10-07,2.68,1.878772E9,False,0,False,0
2008-10-08,2.7,2.2077412E9,False,0,False,0
2008-10-09,2.67,1.6173836E9,False,0,False,0
2008-10-10,2.91,2.2192996E9,False,0,False,0
2008-10-13,3.32,1.539076E9,False,0,False,0
2008-10-14,3.13,1.9809944E9,False,0,False,0
2008-10-15,2.95,1.5841756E9,False,0,False,0
2008-10-16,3.07,1.9805212E9,False,0,False,0
2008-10-17,2.93,1.7622276E9,False,0,False,0
2008-10-20,2.96,1.54917E9,False,0,False,0
2008-10-21,2.75,2.19366E9,False,0,False,0
2008-10-22,2.92,2.2488088E9,False,0,False,0
2008-10-23,2.96,1.6754304E9,False,0,False,0
2008-10-24,2.9,1.5900584E9,False,0,False,0
2008-10-27,2.77,1.2087712E9,False,0,False,0
2008-10-28,3.01,1.6341332E9,False,0,False,0
2008-10-29,3.15,1.9509784E9,False,0,False,0
2008-10-30,3.34,1.6380896E9,False,0,False,0
2008-10-31,3.24,1.659756E9,False,0,False,0
2008-11-03,3.22,1.057938E9,False,0,False,0
2008-11-04,3.34,1.3986812E9,False,0,False,0
2008-11-05,3.11,1.2564552E9,False,0,False,0
2008-11-06,2.98,1.3190744E9,False,0,False,0
2008-11-07,2.96,1.0952536E9,False,0,False,0
2008-11-10,2.89,1.123822E9,False,0,False,0
2008-11-11,2.85,1.224538E9,False,0,False,0
2008-11-12,2.71,1.1789764E9,False,0,False,0
2008-11-13,2.9,1.8540872E9,False,0,False,0
2008-11-14,2.72,1.4052668E9,False,0,False,0
2008-11-17,2.65,1.1625264E9,False,0,False,0
2008-11-18,2.71,1.2096952E9,False,0,False,0
2008-11-19,2.6,1.1719008E9,False,0,False,0
2008-11-20,2.42,1.7168144E9,False,0,False,0
2008-11-21,2.49,1.5692712E9,False,0,False,0
2008-11-24,2.8,1.4422576E9,False,0,False,0
2008-11-25,2.73,1.2352928E9,False,0,False,0
2008-11-26,2.86,8.99836E8,False,0,False,0
2008-11-28,2.79,2.977744E8,False,0,False,0
2008-12-01,2.68,9.237676E8,False,0,False,0
2008-12-02,2.78,1.1487224E9,False,0,False,0
2008-12-03,2.89,1.33868E9,False,0,False,0
2008-12-04,2.75,1.09137E9,False,0,False,0
2008-12-05,2.83,1.0437952E9,False,0,False,0
2008-12-08,3.0,1.185142E9,False,0,False,0
2008-12-09,3.01,1.203496E9,False,0,False,0
2008-12-10,2.96,9.380476E8,False,0,False,0
2008-12-11,2.86,1.0406172E9,False,0,False,0
2008-12-12,2.96,1.0411744E9,False,0,False,0
2008-12-15,2.85,8.91758E8,False,0,False,0
2008-12-16,2.87,1.0935064E9,False,0,False,0
2008-12-17,2.68,1.2938604E9,False,0,False,0
2008-12-18,2.69,8.57416E8,False,0,False,0
2008-12-19,2.71,8.0192E8,False,0,False,0
2008-12-22,2.58,8.447404E8,False,0,False,0
2008-12-23,2.6,6.350316E8,False,0,False,0
2008-12-24,2.56,2.71334E8,False,0,False,0
2008-12-26,2.58,3.083248E8,False,0,False,0
2008-12-29,2.61,6.86E8,False,0,False,0
2008-12-30,2.6,9.676016E8,False,0,False,0
2008-12-31,2.57,6.075412E8,False,0,False,0
2009-01-02,2.73,7.460152E8,False,0,False,0
2009-01-05,2.85,1.1816084E9,False,0,False,0
2009-01-06,2.8,1.2893104E9,False,0,False,0
2009-01-07,2.74,7.530488E8,False,0,False,0
2009-01-08,2.79,6.735008E8,False,0,False,0
2009-01-09,2.73,5.468456E8,False,0,False,0
2009-01-12,2.67,6.177164E8,False,0,False,0
2009-01-13,2.64,7.983976E8,False,0,False,0
2009-01-14,2.57,1.021664E9,False,0,False,0
2009-01-15,2.51,1.831634E9,False,0,False,0
2009-01-16,2.48,1.0476256E9,False,0,False,0
2009-01-20,2.35,9.199148E8,False,0,False,0
2009-01-21,2.49,1.08927E9,False,0,False,0
2009-01-22,2.66,1.4095284E9,False,0,False,0
2009-01-23,2.66,7.6377E8,False,0,False,0
2009-01-26,2.7,6.922384E8,False,0,False,0
2009-01-27,2.73,6.180384E8,False,0,False,0
2009-01-28,2.83,8.61406E8,False,0,False,0
2009-01-29,2.8,5.927292E8,False,0,False,0
2009-01-30,2.71,6.514788E8,False,0,False,0
2009-02-02,2.75,5.582472E8,False,0,False,0
2009-02-03,2.8,5.993092E8,False,0,False,0
2009-02-04,2.82,8.084216E8,False,0,False,0
2009-02-05,2.9,7.492464E8,False,0,False,0
2009-02-06,3.0,6.872096E8,False,0,False,0
2009-02-09,3.08,7.150108E8,False,0,False,0
2009-02-10,2.94,8.490608E8,False,0,False,0
2009-02-11,2.91,6.749736E8,False,0,False,0
2009-02-12,2.99,8.171884E8,False,0,False,0
2009-02-13,2.98,6.089776E8,False,0,False,0
2009-02-17,2.84,6.782384E8,False,0,False,0
2009-02-18,2.84,6.847792E8,False,0,False,0
2009-02-19,2.73,9.228044E8,False,0,False,0
2009-02-20,2.74,7.50316E8,False,0,False,0
2009-02-23,2.62,7.86982E8,False,0,False,0
2009-02-24,2.72,8.071056E8,False,0,False,0
2009-02-25,2.74,8.330532E8,False,0,False,0
2009-02-26,2.68,6.298684E8,False,0,False,0
2009-02-27,2.69,7.066584E8,False,0,False,0
